Sentiment,Tokens,Reviews
negative,"['lịch', 'học', 'phù_hợp']",nên sắp lịch học phù hợp .
positive,"['dạy', 'nhiệt_tình', 'khá_hay']",cô dạy nhiệt tình và khá hay .
negative,"['thầy', 'hướng', 'cụ_thể', 'vấn_đề', 'đồ_án', 'bọn', 'đồ_án', 'báo_cáo', 'tá', 'hỏa_thành', 'báo_cáo', 'thầy', 'thầy', 'áp_lực', 'bọn', 'thi_cử', 'sợ', 'thầy', 'thử', 'vị_trí', 'thầy', 'bọn', '75', 'câu', 'trắc_nghiệm', 'câu', '2', '_', '3', 'đáp_án', '75', 'phút', 'thầy', 'thử', 'bọn', 'nổi', '3', '_', '4', '?']","thầy nên hướng dẫn cụ thể về vấn đề đồ án , bọn em lúc làm đồ án không biết làm cái gì và đang làm cái gì , đến khi báo cáo thì tá hỏa lên không biết gì mà làm nữa , thành ra lên báo cáo không có vừa ý thầy , rồi thầy tạo quá nhiều áp lực cho bọn em , thi cử thôi cũng thấy sợ nữa , không biết thầy có thử đặt vị trí của thầy vào bọn em không nữa , 75 câu trắc nghiệm mà một câu có 2 - 3 đáp án đúng nữa có 75 phút , thầy thử nghĩ xem bọn em có nổi 3 - 4 điểm không ?"
positive,"['giảng_viên', 'dạy', 'nhiệt_tình', 'thoải_mái', 'lớp_học_sinh_viên', 'hứng_thú', 'lớp']","giảng viên dạy rất nhiệt tình , tạo sự thoải mái trong lớp học làm sinh viên hứng thú khi đến lớp ."
negative,"['trời', 'nóng', 'khí', 'mát_mẻ']",trời quá nóng mà không có đủ không khí mát mẻ .
positive,"['nhiệt_tình', 'giảng', 'kỹ']","nhiệt tình , giảng kỹ ."
negative,"['xuyên', 'lớp', 'muộn', 'cung', 'đề_cương', 'môn_học', 'chấm', 'chủ_quan', 'xuyên', 'sinh_viên']","thường xuyên lên lớp rất muộn , không cung cấp đề cương môn học , chấm điểm chủ quan và thường xuyên nặng lời với sinh viên ."
positive,"['thầy', 'dạy', 'nhiệt_tình', 'chăm', 'sinh_viên', 'coloncontemn']","thầy dạy rất nhiệt tình , chăm chú sinh viên coloncontemn ."
negative,"['giảng_viên', 'giảng_dạy']",cần giảng viên có cách giảng dạy tốt hơn .
positive,"['giảng_viên', 'tâm', 'tinh_thần', 'giảng_dạy']",giảng viên có tâm và có tinh thần giảng dạy .
negative,['viết'],viết bài quá nhiều .
positive,['tập'],nhiều bài tập hay .
negative,"['giảng_viên', 'giảng', 'cụ_thể', 'hạn_chế', 'slide']","giảng viên nên giảng bài cụ thể hơn , hạn chế dùng slide ."
positive,"['thầy', 'giảng', 'truyền_cảm_hứng', 'hứng_thú', 'giảng']","thầy giảng hay , truyền cảm hứng , tạo hứng thú nghe giảng ."
negative,"['thầy', 'tận_dụng', 'thời_gian', 'lớp', 'đỡ', 'lãng_phí']",thầy cần tận dụng thời gian lên lớp để đỡ lãng phí .
positive,"['trao_đổi', 'sinh_viên']",trao đổi nhiều với sinh viên .
negative,"['truyền', 'hiệu_quả']",truyền đạt chưa hiệu quả .
positive,"['nội_dung', 'môn_học', 'kiến_thức', 'khăn', 'sinh_viên', 'tiếp_thu']","nội dung môn học còn mới , khá nặng , quá nhiều kiến thức gây khó khăn cho sinh viên trong việc tiếp thu ."
negative,"['kính', 'mong', 'trường', 'thể', 'thời', 'lương', 'môn_học', '1', '_', '2', 'tiết', 'môn', 'sinh_viên', 'thời_gian', 'nắm_bắt', 'kiến_thức', 'luyện_tập', 'vận_dụng', 'kiến_thức']","kính mong nhà trường có thể tăng thời lương môn học lên 1 - 2 tiết vì đây là một môn khá khó , sinh viên cần nhiều thời gian hơn để nắm bắt kiến thức và luyện tập vận dụng kiến thức ."
positive,"['giáo_viên', 'thương', 'nhiệt_tình', 'tâm_huyết', 'công']","giáo viên dễ thương , nhiệt tình , tâm huyết và công bằng ."
negative,"['giảng_viên', 'giải_đáp', 'thắc_mắc', 'sinh_viên', 'facebo', 'ok', 'email']",giảng viên cần giải đáp các thắc mắc của sinh viên qua facebook hoặc email .
positive,"['tư', 'học']","tự tư duy , sáng tạo ra bài học ."
negative,"['thầy', 'giảng', 'kém', 'lôi', 'tiếp_thu']","thầy giảng kém lôi cuốn , khó nghe nên không tiếp thu được nhiều ."
positive,"['tập', 'kiểm_tra', 'xuyên']",làm bài tập và kiểm tra bài thường xuyên .
negative,"['giảng_viên', 'truyền']",giảng viên cần truyền đạt tốt hơn .
positive,"['dạy', 'rất_tốt', 'vui']",cô dạy rất tốt rất vui .
negative,"['sử_dụng', 'tài_liệu', 'tiếng', 'việt']",nên sử dụng tài liệu bằng tiếng việt .
positive,"['kiến_thức', 'thực_tiễn', 'thầy', 'truyền', 'sinh_viên']",kiến thức và sự hiểu biết thực tiễn của thầy được truyền đạt đến sinh viên .
negative,"['thầy', 'gửi', 'slide', 'học', 'giảng_đường_sinh_viên', 'tham_khảo', 'chủ_động_học']","thầy nên gửi slide trước ngày học trên giảng đường để sinh viên tham khảo trước , chủ động hơn khi học ."
positive,['nhiệt_tình'],"nhiệt tình , luôn luôn đúng giờ !"
negative,"['thầy', 'wzjwz265', 'dạy', 'lớp']",thầy wzjwz265 không dạy lớp em một ngày nào .
positive,"['thầy', 'dạy', 'truyền', 'thầy', 'nhiệt_tình', 'thắc_mắc', 'sinh_viên']",thầy dạy dễ hiểu cách truyền đạt rất hay và thầy rất nhiệt tình với những thắc mắc của sinh viên .
negative,"['truyền', 'lan_man', 'hiệu_quả']","truyền đạt chưa tốt , lan man , không mang hiệu quả cao ."
positive,"['thầy', 'tâm', 'dạy', 'nhiệt_tình']","thầy có tâm , dạy nhiệt tình ."
negative,"['môn_học', 'tổng_hợp', 'kiến_thức', 'đầu', 'sinh_viên', 'thể', 'nắm_bắt', 'dõi', 'may', 'nghỉ', 'học', 'lý']",môn học cần tổng hợp các kiến thức vào đầu năm để sinh viên có thể nắm bắt theo dõi khi không may nghỉ học một buổi vì lý do chính đáng .
positive,"['thầy', 'dạy', 'năng_động']","thầy dạy tốt , năng động ."
negative,"['hiệu_suất', 'máy']",nên  tăng hiệu suất máy tính .
positive,"['giảng_viên', 'nhiệt_tình', 'kiến_thức', 'chuyên_sâu', 'thực_tiễn']","giảng viên nhiệt tình , kiến thức chuyên sâu , thực tiễn ."
negative,"['trang_thiết', 'sơ_sài']",trang thiết bị sơ sài .
positive,['sinh_viên'],và rất hiểu sinh viên .
negative,"['dạy', 'khó_hiểu', 'tận_tâm']","dạy khó hiểu , không tận tâm ."
positive,"['thầy', 'nhiệt_tình', 'tận_tình', 'câu', 'sinh_viên']","thầy rất nhiệt tình , tận tình trả lời các câu hỏi từ sinh viên ."
negative,['nóng'],nhưng cũng rất nóng tính .
positive,"['thầy', 'giảng']",thầy giảng bài rất dễ hiểu .
negative,"['cập_nhật', 'mềm']",nên cập nhật những phần mềm mới .
positive,"['thầy', 'tận_tình', 'sinh_viên', 'thầy', 'tận_tâm']","thầy tận tình , khi sinh viên không hiểu thầy tận tâm chỉ cho tới khi hiểu ."
negative,"['sử_dụng', 'slide']",sử dụng nhiều slide .
positive,"['giảng_viên', 'sử_dụng', 'hệ_thống', 'micro', 'thoại', 'loa', 'sinh_viên', 'dàng', 'lắng', 'vấn_đề', 'giảng_viên', 'giảng_dạy']",giảng viên có sử dụng hệ thống micro thoại và loa cho sinh viên dễ dàng lắng nghe cũng như hiểu được vấn đề giảng viên đang giảng dạy .
negative,"['phòng', 'học', 'bàn', 'ghế', 'bẩn', 'bụi_bặm']","phòng học , bàn ghế còn bẩn và nhiều bụi bặm ."
positive,"['nhiệt_tình', 'câu', 'sinh_viên']",nhiệt tình trả lời câu hỏi của sinh viên .
negative,"['mong', 'thầy', 'lớp', 'định_hướng', 'ràng', 'nội_dung', 'môn_học', 'vã', 'nắm']",mong thầy sẽ lên lớp nhiều hơn và có định hướng rõ ràng về nội dung môn học để các bạn tìm hiểu vã nắm rõ chúng .
positive,"['giảng_viên', 'tập']",giảng viên đưa ra nhiều bài tập từ dễ đến khó .
negative,"['slide', 'khăn', 'kiến_thức']",slide không đầy đủ khó khăn khi xem lại kiến thức .
positive,['giảng_dạy'],giảng dạy đều .
negative,"['đôi', 'chỗ', 'khó_hiểu']",đôi chỗ khó hiểu .
positive,"['dạy', 'thầy', 'giúp', 'sinh_viên', 'thể', 'chủ_động']",cách dạy của thầy giúp sinh viên có thể chủ động và rất dễ hiểu .
negative,"['mong', 'trường', 'xét']",mong nhà trường xem xét lại .
positive,"['thầy', 'giảng_viên', 'đầu_tiên', 'đánh_giá', '4', 'tất_mục']",thầy là giảng viên đầu tiên mà em đánh giá điểm 4 ở gần như tất cả các mục .
negative,"['đánh_giá', 'tổng_quát_được', 'chất', 'đào', 'lẽ', 'sinh_viên', 'học', 'giáo_viên', 'tổng_quát', 'giảng_dạy', 'chất']",thật sự để đánh giá tổng quát được chất lượng đào tạo thì có lẽ một sinh viên phải học qua nhiều giáo viên mới có cái nhìn tổng quát về cách giảng dạy và chất lượng .
positive,"['nhiệt_tình', 'giảng_dạy', 'giải_đáp', 'thắc_mắc', 'sinh_viên']",anh rất nhiệt tình trong giảng dạy và giải đáp thắc mắc của sinh viên .
negative,"['thời_gian', 'tiếp_xúc', 'học', 'thầy', 'thầy', 'lớp', 'hội']",em muốn có thời gian tiếp xúc và học hỏi thầy nhiều hơn nhưng do thầy ít lên lớp nên không có cơ hội .
positive,['nội_dung'],nội dung hay .
negative,"['thầy', 'thông_báo', 'nghỉ', 'học', 'học_sinh', 'trường', 'chờ', 'mấy', 'tiếng', 'đồng_hồ', 'đi', 'thầy', 'lớp']","thầy không thông báo khi nào nghỉ khi nào học , để học sinh phải lên trường chờ mấy tiếng đồng hồ rồi đi về , thầy cũng không lên lớp ."
positive,"['nhiệt_tình', 'tận_tâm', 'chuyên_môn']","sự nhiệt tình , tận tâm và chuyên môn tốt ."
negative,"['deadline', 'deadline']",deadline quá nhiều và khoảng cách giữa các bài deadline quá gần .
positive,"['giảng_dạy', 'tập', 'ôn_luyện']","giảng dạy tốt , dễ hiểu , cho nhiều bài tập ôn luyện dễ hiểu ."
negative,"['mong', 'kiến', 'xét']",mong ý kiến của em sẽ được xem xét .
positive,"['đảm_bảo', 'lớp', 'sinh_viên']",đảm bảo giờ lên lớp đầy đủ cho sinh viên .
negative,"['giảng_dạy', 'lý_thuyết', 'tập', 'vận_dụng', 'hôm', 'thiêng', 'chứng_minh', 'định_lý', 'định_luật', 'đi', 'tập', 'tập', 'vấn_đề']","giảng dạy lý thuyết quá nhiều và rất rất ít bài tập vận dụng để hiểu được bài hôm đó , thiêng về chứng minh định lý định luật quá nhiều mà không đi vào bài tập , cho bài tập thì quá khó để hiểu được vấn đề , cuối cùng lại không biết gì ."
positive,"['thầy', 'tận_tâm', 'học_sinh', 'cung', 'tài_liệu', 'thể', 'học_sinh']","thầy tận tâm với học sinh , cung cấp tài liệu đầy đủ nhất có thể cho học sinh ."
negative,"['giảng_dạy', 'hiệu_quả', 'lớp_học', 'uể_oải', 'nề', 'tiếp_thu']","cách giảng dạy phải hiệu quả hơn , lớp học rất uể oải và nặng nề , khó tiếp thu bài ."
positive,"['cảm_ơn', 'hai', 'thầy', 'trường', 'đọc']",cảm ơn hai thầy và nhà trường đã đọc !
negative,"['ngữ', 'giảng_viên', 'hơi', 'khó_hiểu', 'thỉnh_thoảng', 'giảng', 'sinh_viên', 'bối_rối', 'nội_dung', 'học']",các dùng từ ngữ của giảng viên có hơi khó hiểu nên thỉnh thoảng giảng bài làm sinh viên bối rối và không hiểu được nội dung bài học .
positive,"['thầy', 'nhiệt_tình', 'quan_tâm', 'sinh_viên']",thầy nhiệt tình và quan tâm đến sinh viên .
negative,"['xếp', 'phòng', 'học', 'phù_hợp', 'sinh_viên', 'sinh_viên', 'tiếp_thu']",cần sắp xếp phòng học cho phù hợp với số lượng sinh viên để sinh viên tiếp thu tốt hơn .
positive,"['thoải_mái', 'cung', 'kiến_thức']","thoải mái , cung cấp đầy đủ kiến thức ."
negative,['đề'],ra đề khó .
positive,['thú_vị'],rất thú vị .
negative,"['học_sinh', 'sâu', 'vấn_đề']",không cho học sinh hiểu sâu vấn đề .
positive,"['giáo_viên', 'xuyên', 'tập', 'nghiên_cứu']",giáo viên thường xuyên cho bài tập về nhà để nghiên cứu .
negative,"['giảng', 'khó_hiểu', 'xen_lẫn', 'tiếng', 'tiếng', 'việt']","giảng khó hiểu quá , xen lẫn tiếng anh và tiếng việt ."
positive,"['chất', 'môn_học', 'rất_tốt']",chất lượng của môn học rất tốt .
negative,"['câu', 'môn', 'doubledot', 'courses', 'kéo', 'đi', 'mạng', 'học', 'xong', 'môn', 'thực_hành', 'mục_đích']","câu em nghe nhiều nhất ở môn này là doubledot bài trên courses đó , kéo về làm đi , có gì không hiểu thì hỏi , em cũng làm đầy đủ , không cần hỏi nhiều vì trên mạng có hết , nhưng mà học xong môn thực hành , em không rõ nó có mục đích gì ."
positive,"['giảng_viên', 'dạy', 'ràng']","giảng viên dạy dễ hiểu , rõ ràng ."
negative,"['bận', 'công', 'đột_xuất']",hay bận công việc đột xuất .
positive,"['giáo_viên', 'tận_tình', 'giảng_dạy']",giáo viên tận tình giảng dạy .
negative,"['nghỉ', 'thông_báo']",cho nghỉ không thông báo .
positive,"['thầy', 'tích_cực', 'tận_tâm', 'sinh_viên']","thầy tích cực , tận tâm vì sinh viên ."
negative,"['trao_đổi', 'lớp']",cô hay trao đổi với lớp .
positive,"['chất', 'dạy_học', 'nâng']","như vậy , chất lượng dạy và học sẽ được nâng lên đáng kể ạ ."
negative,"['tránh_lãng_phí', 'thời_gian', 'học_tập']",tránh lãng phí thời gian làm bài cũng như học tập .
positive,"['giảng_dạy', 'chất']",giảng dạy chất lượng .
negative,"['giảng_viên', 'dạy']",giảng viên dạy khá nhanh .
positive,"['vui_vẻ', 'nhiệt_tình', 'bảo']","vui vẻ , nhiệt tình chỉ bảo ."
negative,"['rút_kinh_nghiệm', 'code', 'cờ_tướng', 'đọc', 'slide', 'lớp', 'chuyên']","rút kinh nghiệm về sau , em sẽ ở nhà code bài cờ tướng và đọc slide và không cần lên lớp quá chuyên cần nữa ."
positive,"['dạy', 'ân']","dạy dễ hiểu , ân cần ."
negative,"['cảm_lộ_trình', 'áp_dụng', 'phương_pháp', 'cụ_thể', 'áp_dụng', 'phương_pháp', 'truyền_thống', 'đi']","em cảm thấy nếu có lộ trình để áp dụng phương pháp này một cách cụ thể thì nên áp dụng , còn không thì cứ theo phương pháp truyền thống đi ạ !"
positive,['tất_hài'],tất cả đều hài lòng .
negative,"['mong', 'trường', 'nâng', 'phòng', 'máy', 'máy', 'màn_hình', 'nháy', 'chuột', 'đơ', 'bàn_phím', 'rít', 'cài', 'visual', 'visual', '2005', 'sinh_viên', 'thực_hành']","rất mong nhà trường nâng cấp phòng máy máy mở lên rất lâu , màn hình bị nháy , con chuột bị đơ , bàn phím rít , nên cài visual cao hơn visual 2005 để sinh viên dễ thực hành ."
positive,"['thầy', 'dạy', 'tận_tâm', 'vui', 'kiến_thức', 'sâu_rộng', 'lĩnh_vực']","thầy dạy tận tâm , dễ hiểu , vui tính , có kiến thức sâu rộng trong nhiều lĩnh vực ."
negative,"['thầy', 'tập', 'sát', 'đề', 'thi']",thầy cô cần cho nhiều bài tập sát với đề thi hơn .
positive,"['công', 'xét', 'năng_lực', 'sinh_viên', 'test', 'đánh_giá', 'năng_lực', 'trình']",cô rất công bằng và xét đúng năng lực sinh viên qua bài test đánh giá năng lực quá trình .
negative,"['chất', 'môn_học', 'code', 'trực_tiếp', 'mềm', 'dreamweaver', 'code', 'sửa', 'đi', 'sửa', 'sinh_viên']",tính chất môn học là code trực tiếp trên phần mềm dreamweaver và code sửa đi sửa lại để làm cho sinh viên hiểu .
positive,"['chia_sẻ', 'sống', 'thông', 'môn_học']",cô có nhiều chia sẻ hay về cuộc sống thông qua môn học .
negative,"['phòng', 'học_sinh_viên', 'quá_đông']",phòng học có số lượng sinh viên quá đông .
positive,"['giảng_viên', 'lắng', 'phân_tích', 'môn_học']","giảng viên rất biết lắng nghe và phân tích , môn học có tính sáng tạo cao ."
negative,"['sinh_viên', '3', 'học', 'thực_hành']",không gặp sinh viên đủ 3 buổi học thực hành .
positive,"['thầy', 'tận_tâm', 'dạy', 'hướng', 'kỹ', 'sinh_viên', 'giải_tập']","thầy tận tâm , dạy dễ hiểu , hướng dẫn kỹ cho sinh viên cách giải bài tập ."
negative,"['nội_dung', 'thầy', 'dạy', 'hơi']",nhiều nội dung thầy còn dạy hơi nhanh .
positive,"['phong_thái', 'chuyên_nghiệp']",phong thái chuyên nghiệp .
negative,['độ'],tăng độ khó lên quá nhanh .
positive,"['thầy', 'trẻ', 'hiền', 'dạy']","thầy trẻ , hiền , dạy dễ hiểu ."
negative,"['truyền', 'buồn_ngủ', 'hàn_lâm']","truyền đạt không được tốt , buồn ngủ , hàn lâm ."
positive,"['thầy', 'hoạt_động', 'áp_dụng', 'kiến_thức', 'học']",thầy tạo ra nhiều hoạt động hay để áp dụng kiến thức vào bài học .
negative,"['kiến_thức', 'học', 'mơ_màng']",kiến thức học được còn mơ màng .
positive,"['thầy', 'cập_nhật', 'tập', 'thông_báo', 'ràng', 'moodle']",thầy cập nhật bài tập và thông báo rất rõ ràng trên moodle .
negative,"['mong', 'tương_tác', 'sinh_viên', 'moodle', '(', 'post', 'tài_liệu', 'tham_khảo', 'post', 'ghi', 'giảng', 'lưu', 'lớp', 'cập_nhật', 'tập', ')']","em mong muốn cô tương tác với sinh viên nhiều hơn qua moodle ( post tài liệu tham khảo thêm , post ghi chú về bài giảng và các lưu ý trên lớp và cập nhật điểm số bài tập nhanh hơn ) ."
positive,"['giảng_viên', 'tận_tâm', 'hướng', 'sinh_viên', 'dot', 'dõi', 'đi', 'sinh_viên', 'dot', 'dạy']",giảng viên tận tâm hướng dẫn từng sinh viên dot theo dõi từng bước đi của sinh viên dot dạy dễ hiểu .
negative,"['đôi', 'lớp', 'muộn', 'giọng']","đôi khi đến lớp muộn , giọng nói còn nhỏ ."
positive,"['thầy', 'gũi', 'thân_thiện', 'nhiệt_tình', 'phúc_khảo', 'thi']","thầy gần gũi thân thiện nhiệt tình , nhất là khi muốn phúc khảo bài thi ."
negative,"['truyền', 'hơi']",truyền đạt hơi nhanh .
positive,"['nhiệt_tình', 'trao_đổi', 'kiến', 'sinh_viên']",nhiệt tình trao đổi ý kiến với sinh viên .
negative,"['giảng_viên', 'cung', 'tài_liệu', 'thi', 'lý_thuyết', 'môn', 'patin']",giảng viên cần cung cấp rõ tài liệu thi lý thuyết bộ môn patin .
positive,"['thầy', 'nhiệt_tình', 'vấn_đề', 'sát', 'thực_tế', 'ngành', 'công_nghệ_thông']","thầy kể chuyện hay , nhiệt tình , nói các vấn đề sát với thực tế ngành công nghệ thông tin ."
negative,"['hỗ_trợ', 'sở', 'vật_chất', 'thiết_thực_tế']","hỗ trợ thêm cơ sở vật chất , thiết bị thực tế ."
positive,"['mong', 'sinh_viên', 'thức', 'đắn', 'trang', 'kiến_thức']",luôn mong muốn sinh viên có nhận thức đúng đắn về việc tự trang bị kiến thức .
negative,"['nâng', 'công_tác', 'giảng_dạy']",nâng cao hơn nữa công tác giảng dạy .
positive,"['hoạt_động', 'thực_hành', 'hiệu_quả', 'giúp', 'áp_dụng', 'lý_thuyết']","hoạt động thực hành khá hiệu quả , giúp nhanh áp dụng lý thuyết ."
negative,"['1', 'thực_hành', 'nghĩa', 'tượng_trưng']",1 chỉ thực hành chỉ còn ý nghĩa tượng trưng .
positive,"['nhiệt_tình', 'tài_liệu', 'post', 'mạng']","cô nhiệt tình , tài liệu post đầy đủ trên mạng ."
negative,"['cường', 'speaking']",tăng cường speaking .
positive,"['đề', 'thi', 'sát', 'môn_học']",đề thi sát với môn học .
negative,['hội_thảo'],hội thảo nhiều hơn .
positive,"['nhiệt_tình', 'giúp_đỡ']",nhiệt tình giúp đỡ .
negative,"['thầy', 'báo_cáo', 'môn', '2']",thầy cho làm quá nhiều bài báo cáo trong khi môn này có 2 chỉ .
positive,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình']","giảng viên giảng dạy nhiệt tình , dễ hiểu !"
negative,"['thầy', 'biếng']",thầy làm biếng quá .
positive,"['lớp', 'dạy']","lên lớp đúng giờ , dạy dễ hiểu ."
negative,"['chẳng', 'học', 'nổi', 'dạy', 'tiết', 'cực_kỳ', 'sinh_viên', 'giảng_viên']","nhưng sẽ chẳng ai học nổi , nhưng một bài dạy trong một tiết thì điều đó cực kỳ tốt , để sinh viên không mất quá nhiều thì giờ cũng như giảng viên ."
positive,"['truyền', 'kiến_thức']",truyền đạt nhiều kiến thức .
negative,"['vấn_đề', 'giải', 'ràng', 'khó_hiểu']","có nhiều vấn đề giải thích không rõ ràng , khó hiểu ."
positive,"['giảng_viên', 'nhiệt_tình']",giảng viên luôn đúng giờ và nhiệt tình .
negative,"['thầy', 'sử_dụng', 'máy_chiếu', 'thơi', 'gian', 'giảng_dạy', 'môn_học', 'bình', 'trễ']",thầy không sử dụng máy chiếu nên thơi gian giảng dạy của môn học dài hơn bình thường dẫn đến việc cho ra trễ .
positive,"['hòa', 'đồng', 'lắng', 'kiến', 'sinh_viên']","hòa đồng , biết lắng nghe ý kiến của sinh viên ."
negative,"['cập_nhật', 'tức', 'moodle', 'diễn_đàn', 'trao_đổi']","không cập nhật tin tức trên moodle , không mở diễn đàn trao đổi ."
positive,"['nhiệt_tình', 'giảng_dạy', 'đảm_bảo', 'lớp', 'sử_dụng', 'tối_đa', 'lớp']","rất nhiệt tình giảng dạy , đảm bảo giờ lên lớp và sử dụng tối đa giờ lên lớp ."
negative,"['sử_dụng', 'lớp', 'hiệu_quả', 'tập_trung', 'dạy', 'kỹ_lưỡng_khả_năng', 'truyền']","sử dụng giờ lên lớp không hiệu quả do đó không tập trung dạy bài kỹ lưỡng , khả năng truyền đạt không tốt ."
positive,"['bận', 'thể', 'đứng', 'lớp', 'giảng_viên', 'bù']","khi có việc bận riêng và không thể đứng lớp , giảng viên đều bù đúng số buổi ."
negative,"['giảng_dạy', 'thực', 'hứng_thú', 'sinh_viên']",cách giảng dạy chưa thực sự gây hứng thú cho sinh viên .
positive,"['thầy', 'dạy', 'nhiệt_tình', 'vui_vẻ']","thầy dạy hay , nhiệt tình , vui vẻ ."
negative,"['thiết', 'giảng_dạy', 'lắm']",thiết bị giảng dạy chưa tốt lắm .
positive,"['kiến_thức', 'nhiệt_tình', 'giúp', 'sinh_viên']",cô có kiến thức cao và có nhiệt tình giúp sinh viên .
negative,"['đặc_biệt', 'proxy', 'lab', 'cung', 'code', '(', '1', 'sinh_viên', 'mạng', ')', 'cung', 'code', 'đề', 'sinh_viên']","đặt biệt là bài proxy lab chỉ cung cấp code đã làm ( một bản của 1 sinh viên , một bản lấy trên mạng ) nhưng không cung cấp code đề bài để sinh viên làm ."
positive,"['thầy', 'khắt_khe', 'sinh_viên']",thầy không khắt khe với sinh viên .
negative,"['môn_học', 'mông_lung']","không vào đúng môn học , còn quá mông lung ."
positive,"['dạy', 'nhiệt_tình', 'truyền']","dạy tốt , nhiệt tình , truyền đạt tốt ."
negative,"['giảng_viên', 'hệ_thống', 'courses', 'hơi', 'học_sinh', 'cũ']",giảng viên không dùng hệ thống courses nên hơi khó để học sinh xem lại bài cũ .
positive,"['dạy', 'ràng', 'nội_dung']","dạy rõ ràng , nội dung hay ."
negative,"['ví_dụ', 'thực_tế']",có nhiều ví dụ thực tế hơn .
positive,"['giảng_viên', 'tận_tâm', 'học_sinh']",giảng viên tận tâm với học sinh .
negative,"['nội_dung', 'nộp', 'đồ_án', 'kỳ', 'in', 'báo_cáo', 'ghi', 'nội_dung', 'đồ_án', 'đĩa', 'dvd', 'nộp']","không nói rõ nội dung nộp đồ án cuối kỳ là gì , cũng không nói rõ phải in báo cáo và ghi nội dung đồ án vào đĩa dvd trước ngày nộp ."
positive,"['vui_vẻ', 'tận_tình']","vui vẻ , tận tình ."
negative,"['yêu_cầu', 'trình', 'đồ_án']",yêu cầu quá cao về quá trình làm đồ án .
positive,"['chủ_động', 'giảng_dạy']",chủ động trong việc giảng dạy .
negative,"['nâng', 'chất', 'thực_thành']",nâng cao chất lượng thực thành .
positive,"['dạy', 'song_song', 'ôn_tập', 'kiến_thức', 'cũ']",dạy song song với ôn tập kiến thức cũ .
negative,"['thời', 'học', 'kỹ_năng']",nên tăng thời lượng học các kỹ năng này .
positive,"['chia_sẻ', 'slide', 'giá_trị', 'học_tập']",chia sẻ nhiều slide có giá trị học tập cao .
negative,"['thuyết_trình', 'tổng_hợp', 'kiến_thức', 'học']",chúng em phải thuyết trình nhiều nhưng chưa có tổng hợp kiến thức sau buổi học .
positive,"['luyện', 'hoạt_động', 'vui', 'thoải_mái']","luyện nói , nghe ít hoạt động vui , thoải mái ."
negative,"['quy_mô', 'dự_án', 'thực_hiện_thời_gian', 'ngắn', 'quản_lý', 'dự_án', 'lớp', 'đơn_giản', 'học_kỳ']",quy mô dự án quá lớn mà phải thực hiện trong một thời gian ngắn và việc quản lý một dự án đó cho cả lớp không chỉ đơn giản trong một học kỳ .
positive,"['giáo_viên', 'tận_tình', 'giảng_dạy', 'phương_pháp', 'giảng']","giáo viên tận tình giảng dạy , phương pháp và cách giảng bài dễ hiểu ."
negative,"['thầy', 'dạy', 'chu_đáo']",thầy dạy không chu đáo .
positive,"['giáo_viên', 'giảng_dạy', 'trách_nhiệm']",giáo viên giảng dạy có trách nhiệm .
negative,"['học', 'hình_thức', 'thực_hành', '2', 'hình_thức', 'thực_hành']",không học được gì từ hình thức thực hành 2 này nên bỏ hình thức thực hành này .
positive,['tập'],có cho làm bài tập mỗi buổi .
negative,"['giảng', 'truyền_cảm_hứng', 'sinh_viên', 'quản', 'lớp', 'seminar', 'mục_đích', 'lớp', 'seminar', 'chất']","cô giảng bài không truyền cảm hứng cho sinh viên , cũng như cô không quản được lớp trong giờ seminar như vậy làm cho mục đích cho lớp seminar không đạt chất lượng ."
positive,"['wzjwz117', 'dạy', 'nhiệt_tình']",cô wzjwz117 dạy rất nhiệt tình và dễ hiểu .
negative,"['trọng', 'dạy', 'kỹ', 'tập', 'dạng']",theo em thì cô nên chú trọng dạy kỹ hơn về cách làm bài tập và các dạng bài .
positive,"['thầy', 'dạy', 'vui_vẻ']","thầy dạy hay , rất vui vẻ ."
negative,"['giọng', 'giảng_viên', 'hơi', 'sinh_viên', 'thông_cảm_thể', 'thay_đổi']","chỉ có mỗi giọng nói của giảng viên hơi khó nghe , nhưng sinh viên vẫn thông cảm vì điều đó là không thể nào thay đổi được ."
positive,"['đi', 'định_hướng', 'ràng']","đi từ dễ đến khó , có định hướng rõ ràng ."
negative,"['cho_thêm', 'tập', 'sinh_viên', 'thể', 'tiếp_thu', 'hiệu_quả', 'cảm_ơn']",em nghĩ nên cho thêm nhiều bài tập về nhà để sinh viên có thể tiếp thu bài một cách hiệu quả hơn em xin cảm ơn !
positive,"['nhiệt_huyết', 'truyền_cảm_hứng', 'sinh_viên']","cô là người nhiệt huyết , có cách truyền cảm hứng cho sinh viên ."
negative,"['sinh_viên', 'chút', 'kiến_thức', 'tảng', 'học', 'kiến_thức', 'bậc', 'trung', 'chưa_nói', 'slide', 'giảng_dạy', 'chương_trình', 'học']","sinh viên chưa có một chút kiến thức nền tảng nào đã phải học những kiến thức bậc trung đến khó , chưa nói slide giảng dạy là chương trình dành cho cao học ."
positive,"['thầy', 'nhiệt_tình', 'chu_đáo', 'quan_tâm', 'học_sinh']",thầy nhiệt tình chu đáo quan tâm đến học sinh .
negative,"['ràng_buộc', 'kỹ_thuật', 'sử_dụng', 'báo_cáo']",không nên ràng buộc về kỹ thuật sử dụng trong báo cáo .
