Sentiment,Tokens,Reviews
positive,"['quan_tâm', 'sinh_viên', 'bám_sát', 'đề_cương', 'ôn_tập']","quan tâm sinh viên , bám sát đề cương ôn tập ."
negative,"['ít', 'trả_lời', 'mail', 'hỏi', 'bài_tập', 'thực_hành', 'của', 'sinh_viên']",ít trả lời mail hỏi bài tập thực hành của sinh viên .
positive,"['nhiệt_tình', 'hướng_dẫn', 'cụ_thể']","nhiệt tình , hướng dẫn cụ thể ."
negative,"['hỗ_trợ', 'thêm', 'tài_liệu', 'cho', 'sinh_viên']",hỗ trợ thêm tài liệu cho sinh viên .
positive,"['cô', 'dạy', 'nhiệt_tình', 'quan_tâm', 'đến', 'học_sinh']","cô dạy nhiệt tình , quan tâm đến học sinh ."
negative,"['âm_thanh', 'phòng', 'học', 'wzjwz238', 'còn', 'quá', 'nhỏ', 'nên', 'khiến', 'thầy', 'thường', 'nói', 'không', 'micro']",âm thanh phòng học wzjwz238 còn quá nhỏ nên khiến thầy thường nói không micro .
positive,"['giờ', 'lên_lớp', 'đều_đặn', 'giảng_viên', 'tích_cực', 'giải_đáp', 'thắc_mắc', 'của', 'sinh_viên']","giờ lên lớp đều đặn , giảng viên tích cực giải đáp thắc mắc của sinh viên ."
negative,"['đôi', 'lúc', 'giảng', 'bài', 'hơi', 'bị', 'nhanh']",đôi lúc giảng bài hơi bị nhanh .
positive,"['bên', 'cạnh', 'đó', 'còn', 'chia_sẻ', 'với', 'sinh_viên', 'nhiều', 'kinh_nghiệm', 'quý_báu', 'có_ích', 'cho', 'việc', 'học', 'và', 'làm', 'sau_này']","bên cạnh đó còn chia sẻ với sinh viên nhiều kinh nghiệm quý báu , có ích cho việc học và làm sau này ."
negative,"['đề_cương', 'cần', 'được', 'đổi_mới', 'phân', 'rõ', 'phần', 'trọng_tâm', 'môn_học', 'và', 'phần', 'đọc', 'thêm', 'mở_rộng']","đề cương cần được đổi mới , phân rõ phần trọng tâm môn học và phần đọc thêm mở rộng ."
positive,"['thầy', 'dạy', 'rất', 'hay', 'luôn', 'gắn', 'liền', 'với', 'đời_sống', 'thực', 'giúp', 'cho', 'tụi', 'em', 'có', 'cái', 'nhìn', 'chính_xác', 'về', 'một', 'game']","thầy dạy rất hay , luôn gắn liền với đời sống thực , giúp cho tụi em có cái nhìn chính xác về một game ."
negative,"['cần', 'sử_dụng', 'giờ', 'lên_lớp', 'có', 'hiệu_quả', 'ít', 'nghe', 'điện_thoại', 'ít', 'nghỉ', 'dạy', 'hơn']","cần sử dụng giờ lên lớp có hiệu quả , ít nghe điện thoại , ít nghỉ dạy hơn ."
positive,"['thầy', 'vui_vẻ', 'nhiệt_tình']","thầy vui vẻ , nhiệt tình ."
negative,"['giáo_viên', 'nghỉ', 'dạy']",giáo viên nghỉ dạy .
positive,"['dạy', 'dễ', 'hiểu', 'vui_vẻ', 'tận_tình']","dạy dễ hiểu , vui vẻ , tận tình ."
negative,"['cần', 'cho', 'ví_dụ', 'nhiều', 'hơn']",cần cho ví dụ nhiều hơn .
positive,"['thầy', 'dạy', 'tốt', 'lập', 'nhóm', 'cho', 'thuyết_trình', 'tạo', 'được', 'không_khí', 'học_tập', 'tốt', 'không', 'nhàm_chán']","thầy dạy tốt , lập nhóm cho thuyết trình , tạo được không khí học tập tốt , không nhàm chán ."
negative,"['lúc', 'thầy', 'giảng', 'chung', 'cả', 'lớp', 'rất', 'khó', 'để', 'các', 'bạn', 'dưới', 'lớp', 'nghe', 'được', 'giọng', 'thầy']",lúc thầy giảng chung cả lớp rất khó để các bạn dưới lớp nghe được giọng thầy .
positive,"['thầy_giáo', 'vui_tính', 'nhiệt_tình']",thầy giáo vui tính nhiệt tình .
negative,"['theo', 'em', 'thì', 'không_thể', 'trách', 'thầy', 'wzjwz120', 'mà', 'lỗi', 'là', 'do', 'daa', 'đưa', 'lịch', 'học', 'thực_hành', 'quá', 'chậm_trễ']",theo em thì không thể trách thầy wzjwz120 mà lỗi là do daa đưa lịch học thực hành quá chậm trễ .
positive,"['rất', 'nhiệt_tình', 'khách_quan']","rất nhiệt tình , khách quan ."
negative,"['mong', 'thầy', 'dành', 'nhiều', 'thời_gian', 'hơn', 'trong', 'việc', 'ôn', 'sửa', 'các', 'dạng', 'bài_tập', 'có', 'trong', 'các', 'kỳ', 'thi']",mong thầy dành nhiều thời gian hơn trong việc ôn sửa các dạng bài tập có trong các kỳ thi .
positive,"['thầy', 'wzjwz30', 'là', 'một', 'giảng_viên', 'trẻ', 'vì_vậy', 'thầy', 'rất', 'hiểu', 'tâm_lý', 'sinh_viên', 'và', 'giúp_đỡ', 'chúng', 'em', 'rất', 'nhiều']","thầy wzjwz30 là một giảng viên trẻ , vì vậy thầy rất hiểu tâm lý sinh viên và giúp đỡ chúng em rất nhiều ."
negative,"['thời_gian', 'các', 'buổi', 'học', 'thông_báo', 'nghỉ', 'chưa', 'chính_xác']","thời gian các buổi học , thông báo nghỉ chưa chính xác ."
positive,"['giảng_viên', 'dễ_thương', 'hiền_lành', 'gần_gũi', 'với', 'sinh_viên', 'thường_xuyên', 'trợ_giúp', 'sinh_viên', 'một_cách', 'rất', 'nhiệt_tình', 'giúp', 'sinh_viên', 'hiểu', 'bài', 'dễ', 'hơn']","giảng viên dễ thương , hiền lành , gần gũi với sinh viên , thường xuyên trợ giúp sinh viên một cách rất nhiệt tình , giúp sinh viên hiểu bài dễ hơn ."
negative,"['môn_học', 'vẫn', 'còn', 'là', 'một', 'môn', 'với', 'nhiều', 'lý_thuyết', 'trong', 'slide']",môn học vẫn còn là một môn với nhiều lý thuyết trong slide .
positive,"['ngoài_ra', 'giảng_viên', 'còn', 'giúp', 'các', 'học_sinh', 'tích_cực', 'phát_biểu', 'trong', 'tiết', 'học']","ngoài ra , giảng viên còn giúp các học sinh tích cực phát biểu trong tiết học ."
negative,"['mong', 'nhà_trường', 'tạo', 'điều_kiện', 'cho', 'sinh_viên', 'chúng', 'em', 'được', 'nghiên_cứu', 'nhiều', 'hơn', 'là', 'phải', 'làm', 'theo']",mong nhà trường tạo điều kiện cho sinh viên chúng em được nghiên cứu nhiều hơn là phải làm theo .
positive,"['tiết', 'dạy', 'thầy', 'rất', 'sinh_động', 'không_thể', 'tin', 'được', 'thật_là', 'không_thể', 'tin', 'nổi', 'quá', 'là', 'tuyệt_vời']","tiết dạy thầy rất sinh động , không thể tin được , thật là không thể tin nổi , quá là tuyệt vời !"
negative,"['cần', 'tăng', 'số', 'buổi', 'thực_hành', 'cũng', 'như', 'trang_bị', 'thêm', 'trang', 'thiết_bị', 'như', 'mua', 'thêm', 'nhiều', 'switch', 'router', 'hub', 'bridge', 'trong', 'phòng', 'ngồi', 'học', 'mà', 'ít', 'bụi', 'và', 'nòng', 'đi', 'thì', 'tốt', 'hơn', 'vdotv']","cần tăng số buổi thực hành cũng như trang bị thêm trang thiết bị như mua thêm nhiều switch , router , hub , bridge , trong phòng ngồi học mà ít bụi và nòng đi thì tốt hơn , vdotv ."
positive,"['thầy', 'có', 'các', 'khái_niệm', 'thực_tế', 'và', 'có', 'kinh_nghiệm']",thầy có các khái niệm thực tế và có kinh nghiệm .
negative,"['cần', 'có', 'thêm', 'bài_tập', 'về', 'nhà', 'và', 'sửa', 'một_vài', 'bài_tập', 'đó', 'trên', 'lớp', 'để', 'việc', 'tiếp_thu', 'bài', 'được', 'sâu', 'hơn', 'và', 'hiệu_quả', 'hơn']",cần có thêm bài tập về nhà và sửa một vài bài tập đó trên lớp để việc tiếp thu bài được sâu hơn và hiệu quả hơn .
positive,"['thầy', 'dạy', 'hay', 'và', 'vui']",thầy dạy hay và vui .
negative,"['thầy', 'đưa', 'deadline', 'trễ', 'và', 'không', 'rõ_ràng']",thầy đưa deadline trễ và không rõ ràng .
positive,"['giảng_viên', 'tận_tình_sử_dụng', 'giờ', 'dạy', 'hợp_lý']","giảng viên tận tình , sử dụng giờ dạy hợp lý ."
negative,"['phòng', 'máy', 'vẫn', 'còn', 'nhiều', 'thiếu_sót']",phòng máy vẫn còn nhiều thiếu sót .
positive,"['thầy', 'thường_xuyên', 'theo_dõi', 'sinh_viên', 'trong', 'quá_trình', 'thực_hành', 'và', 'giải_đáp', 'thắc_mắc', 'rất', 'hợp_lý']",thầy thường xuyên theo dõi sinh viên trong quá trình thực hành và giải đáp thắc mắc rất hợp lý .
negative,"['lý_do', 'doubledot', 'sinh_viên', 'mới', 'bắt_đầu', 'tiếp_cận', 'môn_học', 'chưa', 'hiểu', 'rõ', 'các', 'từ', 'chuyên', 'nghành', 'nên', 'không', 'hiểu', 'nội_dung', 'bài', 'giảng', 'dù', 'giảng_viên', 'giải_thích', 'bằng', 'tiếng', 'việt']","lý do doubledot sinh viên mới bắt đầu tiếp cận môn học chưa hiểu rõ các từ chuyên nghành nên không hiểu nội dung bài giảng , dù giảng viên giải thích bằng tiếng việt ."
positive,"['thầy', 'giảng', 'tập_trung', 'nhiều', 'vào', 'bài_tập']",thầy giảng tập trung nhiều vào bài tập .
negative,"['quá', 'nhiều', 'kiến_thức', 'phải', 'học']",quá nhiều kiến thức phải học .
positive,"['nguyên_tắc', 'phương_pháp', 'giảng_dạy', 'tốt']","nguyên tắc , phương pháp giảng dạy tốt ."
negative,"['giảng_viên', 'không', 'dạy', 'sinh_viên']",giảng viên không dạy sinh viên .
positive,"['có', 'các', 'ví_dụ', 'thực_tiễn']",có các ví dụ thực tiễn .
negative,"['không', 'quan_tâm', 'đến', 'sinh_viên']",không quan tâm đến sinh viên .
positive,"['thầy', 'wzjwz198', 'giảng_dạy', 'rất', 'nhiệt_tình', 'và', 'đầy_đủ']",thầy wzjwz198 giảng dạy rất nhiệt tình và đầy đủ .
negative,"['cách', 'truyền_đạt', 'của', 'giảng_viên', 'không', 'được', 'thu_hút', 'sinh_viên', 'lắm', 'ạ']",cách truyền đạt của giảng viên không được thu hút sinh viên lắm ạ .
positive,"['giảng_viên', 'dạy', 'dễ', 'tiếp_thu', 'slide', 'dễ', 'hiểu', 'bài_tập', 'mức_độ', 'vừa', 'phải', 'giảng_viên', 'giải', 'bài_tập', 'rất', 'chi_tiết', 'nhiệt_tình']","giảng viên dạy dễ tiếp thu , slide dễ hiểu , bài tập mức độ vừa phải , giảng viên giải bài tập rất chi tiết , nhiệt tình ."
negative,"['em', 'đã', 'nán_lại', 'thêm', 'nhưng', 'thầy', 'đi_qua_đi_lại', 'bảo', '2', '3', 'lần', 'nên', 'em', 'đã', 'về']","em đã nán lại thêm nhưng thầy đi qua đi lại bảo 2 , 3 lần nên em đã về ."
positive,"['hi_hi_đồ', 'ngốc']",hi hi đồ ngốc .
negative,"['có', 'nhiều', 'chỗ', 'hơi', 'khó_hiểu', 'trong', 'khi', 'thầy', 'dạy', 'nhưng', 'thầy', 'không', 'giải_thích', 'nhiều']",có nhiều chỗ hơi khó hiểu trong khi thầy dạy nhưng thầy không giải thích nhiều .
positive,"['nội_dung', 'môn_học', 'rõ_ràng']",nội dung môn học rõ ràng .
negative,"['giảng', 'bài', 'khá', 'nhanh']",giảng bài khá nhanh .
positive,"['tận_dụng', 'tốt', 'website', 'môn_học', 'để', 'chia_sẻ', 'tài_liệu', 'thảo_luận']","tận dụng tốt website môn học để chia sẻ tài liệu , thảo luận ."
negative,"['theo', 'ý_kiến', 'chủ_quan', 'của', 'em', 'việc', 'giảng_dạy', 'hoàn_toàn', 'bằng', 'tiếng', 'anh', 'cho', 'lớp', 'chất_lượng', 'cao', 'là', 'rất', 'thiết_thực', 'nhưng', 'với', 'trình_độ', 'tiếng', 'anh', 'hiện_nay', 'của', 'lớp', 'thì', 'hiệu_quả', 'học_tập', 'của', 'lớp', 'vẫn', 'còn', 'kém']","theo ý kiến chủ quan của em , việc giảng dạy hoàn toàn bằng tiếng anh cho lớp chất lượng cao là rất thiết thực , nhưng với trình độ tiếng anh hiện nay của lớp thì hiệu quả học tập của lớp vẫn còn kém ."
positive,"['nên', 'nêu', 'ví_dụ', 'cụ_thể', 'dễ', 'hiểu', 'hơn']",nên nêu ví dụ cụ thể dễ hiễu hơn .
negative,"['đôi_khi', 'dạy', 'hơi', 'chán', 'không', 'thu_hút', 'được', 'chú_ý', 'của', 'học_sinh']","đôi khi dạy hơi chán , không thu hút được chú ý của học sinh ."
positive,"['cô', 'dạy', 'dễ', 'hiểu', 'dạy', 'kỹ', 'tận_tình', 'không_khí', 'học_tập', 'thoải_mái']","cô dạy dễ hiểu , dạy kỹ , tận tình , không khí học tập thoải mái ."
negative,"['ra', 'đề', 'thi', 'giữa', 'kỳ', 'không', 'bám_sát', 'vào', 'bài_tập', 'đã', 'làm', 'trên', 'lớp']",ra đề thi giữa kỳ không bám sát vào bài tập đã làm trên lớp .
positive,"['giáo_viên', 'giảng', 'bài', 'dễ', 'hiểu']",giáo viên giảng bài dễ hiểu .
negative,"['giảng_viên', 'nên', 'cho', 'bài_tập', 'về', 'nhà', 'có', 'nhưng', 'chưa', 'hợp_lý', 'giảng_viên', 'nên', 'giành', 'chút', 'thời_gian', 'sưu_tầm', 'bài_tập', 'từ', 'dễ', 'nhất', 'đến', 'khó', 'nhất', 'mỗi', 'chương', 'khoảng', '30', 'bài', 'nhất', 'là', 'các', 'bài', 'có_thể', 'thi']","giảng viên nên cho bài tập về nhà có nhưng chưa hợp lý , giảng viên nên giành chút thời gian sưu tầm bài tập từ dễ nhất đến khó nhất mỗi chương khoảng 30 bài nhất là các bài có thể thi ."
positive,"['phương_pháp', 'giảng_dạy', 'hay', 'có', 'nhiều', 'thông_tin', 'thực_tiễn']","phương pháp giảng dạy hay , có nhiều thông tin thực tiễn ."
negative,"['thầy', 'cần', 'tương_tác', 'nhiều', 'với', 'sinh_viên']",thầy cần tương tác nhiều với sinh viên .
positive,"['em', 'rất', 'hài_lòng', 'thầy', 'về', 'mọi', 'mặt']",em rất hài lòng thầy về mọi mặt .
negative,"['thầy', 'nên', 'chú_trọng', 'đến', 'truyền_đạt', 'cho', 'sinh_viên', 'nhiều', 'hơn']",thầy nên chú trọng đến truyền đạt cho sinh viên nhiều hơn .
positive,"['cô', 'dạy', 'dễ', 'hiểu', 'ít', 'điểm_danh', 'tạo', 'cơ_hội', 'tự_học', 'cho', 'sinh_viên', 'colonsmilesmile', 'rất', 'tận_tình', 'giải_thích', 'các', 'thắc_mắc', 'cho', 'sinh_viên']","cô dạy dễ hiểu , ít điểm danh tạo cơ hội tự học cho sinh viên colonsmilesmile , rất tận tình giải thích các thắc mắc cho sinh viên ."
negative,"['tuy_nhiên', 'bài', 'giảng', 'của', 'thầy', 'chưa_được', 'bài_bản', 'lắm', 'có', 'phần', 'hơi', 'tùy_hứng']","tuy nhiên , bài giảng của thầy chưa được bài bản lắm , có phần hơi tùy hứng ."
positive,"['cô', 'vui_tính', 'học', 'rất', 'thoải_mái', 'truyền_cảm_hứng']","cô vui tính học rất thoải mái , truyền cảm hứng ."
negative,"['giảng_viên', 'chỉ_nói', 'những', 'gì', 'có', 'trong', 'slide', 'bài', 'giảng', 'mà', 'không', 'giảng', 'thêm']",giảng viên chỉ nói những gì có trong slide bài giảng mà không giảng thêm .
positive,"['thầy', 'giúp', 'cho', 'sinh_viên', 'hiểu', 'rõ', 'vấn_đề', 'để', 'thực_hành', 'đúng']",thầy giúp cho sinh viên hiểu rõ vấn đề để thực hành đúng .
negative,"['hỏi', 'cũng', 'không', 'nhận', 'được', 'câu', 'trả_lời', 'chính_xác', 'để', 'học']",hỏi cũng không nhận được câu trả lời chính xác để học .
positive,"['cô', 'dạy', 'hay', 'và', 'nhiệt_tình']",cô dạy hay và nhiệt tình .
negative,"['thầy', 'cô', 'nên', 'đưa', 'thêm', 'các', 'đoạn', 'video', 'ngắn', 'để', 'luyện', 'cho', 'học_sinh', 'cách', 'nghe', 'được', 'tốt', 'hơn']",thầy cô nên đưa thêm các đoạn video ngắn để luyện cho học sinh cách nghe được tốt hơn .
positive,"['cô', 'rất', 'nhiệt_tình', 'và', 'gần_gũi', 'với', 'sinh_viên']",cô rất nhiệt tình và gần gũi với sinh viên .
negative,"['đề', 'thi', 'thì', 'trong', 'vòng', '90', 'phút', 'phải', 'code', 'hoàn', 'chính', 'game', '2048']",đề thi thì trong vòng 90 phút phải code hoàn chính game 2048 .
positive,"['giảng_viên', 'thực_hiện', 'giảng_dạy', 'nghiêm_túc', 'dễ', 'hiểu', 'dễ', 'tiếp_thu', 'có', 'nhiều', 'buổi', 'làm', 'bài_tập', 'sửa', 'bài_tập', 'để', 'ôn_tập', 'cho', 'các', 'kỳ', 'kiểm_tra', 'nghỉ', 'bù', 'đều', 'có', 'thông_báo']","giảng viên thực hiện giảng dạy nghiêm túc , dễ hiểu , dễ tiếp thu , có nhiều buổi làm bài tập , sửa bài tập để ôn tập cho các kỳ kiểm tra , nghỉ bù đều có thông báo ."
negative,"['nhiều', 'kiến_thức', 'hơn']",nhiều kiến thức hơn .
positive,"['thầy', 'dạy', 'ngắn_gọn', 'súc_tích', 'dễ', 'hiểu']","thầy dạy ngắn gọn , súc tích , dễ hiểu ."
negative,"['cần', 'tạo', 'kênh', 'liên_lạc', 'giữa', 'sinh_viên', 'và', 'giảng_viên', 'để', 'sinh_viên', 'có_thể', 'nhận', 'được', 'thông_báo', 'từ', 'giảng_viên']",cần tạo kênh liên lạc giữa sinh viên và giảng viên để sinh viên có thể nhận được thông báo từ giảng viên .
positive,"['thầy', 'vui_tính', 'giảng', 'bài', 'dễ', 'hiểu']",thầy vui tính giảng bài dễ hiểu .
negative,"['slide', 'bài', 'giảng', 'cần', 'chậm', 'hơn', 'nhất', 'là', 'những', 'chương', 'cuối']","slide bài giảng cần chậm hơn , nhất là những chương cuối !"
positive,"['thầy', 'dạy', 'vui_vẻ', 'nhiệt_tình', 'hòa', 'đồng', 'dễ', 'hiểu']","thầy dạy vui vẻ , nhiệt tình , hòa đồng , dễ hiểu ."
negative,"['thầy', 'đi', 'trễ', 'không', 'cho', 'sinh_viên', 'làm', 'bài_tập', 'nhiều', 'trên', 'lớp', 'một', 'dạng', 'bài', 'nào', 'đó', 'thầy', 'nói', 'qua', 'rồi', 'thì', 'cho_qua', 'luôn']","thầy đi trễ , không cho sinh viên làm bài tập nhiều trên lớp , một dạng bài nào đó thầy nói qua rồi thì cho qua luôn ."
positive,"['giảng_viên', 'dạy', 'có', 'nhiều', 'tiết', 'học', 'khá', 'thú_vị', 'và', 'thực_tế']",giảng viên dạy có nhiều tiết học khá thú vị và thực tế .
negative,"['phần', 'thực_hành', 'và', 'lý_thuyết', 'phải', 'đi', 'cùng', 'tiến_độ']",phần thực hành và lý thuyết phải đi cùng tiến độ .
positive,"['đúng', 'giờ', 'phương_pháp', 'tốt']","đúng giờ , phương pháp tốt ."
negative,"['thầy', 'chưa_biết', 'sử_dụng', 'hệ_thống', 'courses', 'để', 'thông_báo', 'tin_tức', 'cho', 'học_sinh']",thầy chưa biết sử dụng hệ thống courses để thông báo tin tức cho học sinh .
positive,"['thưa', 'thầy', 'dạy', 'rất', 'dễ', 'hiểu', 'và', 'tốc_độ', 'vừa_phải']","thưa , thầy dạy rất dễ hiểu và tốc độ vừa phải ."
negative,"['giáo_viên', 'gửi', 'tài_liệu', 'hơi', 'chậm']",giáo viên gửi tài liệu hơi chậm .
positive,"['cô', 'nhiệt_tình', 'và', 'vui_vẻ']",cô nhiệt tình và vui vẻ .
negative,"['cho', 'bài_tập', 'về', 'thì', 'chỉ', 'biết', 'kêu', 'là', 'làm', 'đi', 'và', 'không', 'hỗ_trợ', 'gì', 'nhiều']",cho bài tập về thì chỉ biết kêu là làm đi và không hỗ trợ gì nhiều .
positive,"['cung_cấp', 'tài_liệu', 'đầy_đủ']",cung cấp tài liệu đầy đủ .
negative,"['đặc_thù', 'môn_học', 'là', 'phải', 'ghi', 'phấn', 'nên', 'tiết', 'bài_tập', 'tuyệt_đối', 'không', 'nên', 'sử_dụng', 'máy_chiếu', 'để', 'giảng']","đặc thù môn học là phải ghi phấn , nên tiết bài tập tuyệt đối không nên sử dụng máy chiếu để giảng !"
positive,"['chỉ_bảo', 'rõ_ràng']",chỉ bảo rõ ràng .
negative,"['cập_nhật', 'những', 'đổi_mới', 'về', 'môn_học', 'nên', 'có', 'chương_trình', 'đào_tạo', 'phù_hợp', 'hơn']","cập nhật những đổi mới về môn học , nên có chương trình đào tạo phù hợp hơn ."
positive,"['thầy', 'dạy', 'cũng_hay']",thầy dạy cũng hay .
negative,"['giảng', 'lý_thuyết', 'hơi', 'khó_hiểu']",giảng lý thuyết hơi khó hiểu .
positive,"['thầy', 'wzjwz211', 'rất', 'nhiệt_tình', 'giảng_dạy', 'dễ', 'hiểu']","thầy wzjwz211 rất nhiệt tình , giảng dạy dễ hiểu ."
negative,"['giảng_viên', 'nên', 'hạn_chế', 'dùng', 'slide', 'hướng_dẫn', 'cụ_thể', 'hơn', 'cho', 'sinh_viên']","giảng viên nên hạn chế dùng slide , hướng dẫn cụ thể hơn cho sinh viên ."
positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'bài_tập', 'vừa', 'sức']","thầy dạy dễ hiểu , bài tập vừa sức ."
negative,"['em', 'xin', 'nhà_trường', 'xem_lại', 'bài', 'thi', 'anh', 'văn', 'đầu_vào']",em xin nhà trường xem lại bài thi anh văn đầu vào .
positive,"['cô', 'lắng_nghe', 'ý_kiến', 'của', 'sinh_viên', 'hướng_dẫn', 'nhẹ_nhàng', 'tận_tình']","cô lắng nghe ý kiến của sinh viên , hướng dẫn nhẹ nhàng , tận tình !"
negative,"['cứ', 'mỗi', 'khi', 'có', 'thắc_mắc', 'thì', 'lại', 'không_thể', 'tìm', 'thấy', 'giáo_viên', 'thực_hành', 'để', 'được', 'giải_đáp']",cứ mỗi khi có thắc mắc thì lại không thể tìm thấy giáo viên thực hành để được giải đáp .
positive,"['truyền_đạt', 'hay', 'tận_tâm']","truyền đạt hay , tận tâm ."
negative,"['cô', 'cho', 'bài_tập', 'về', 'nhà', 'hơi_nhiều']",cô cho bài tập về nhà hơi nhiều .
positive,"['bài', 'giảng', 'của', 'cô', 'khá_hay', 'có', 'nhiều', 'bài', 'chúng', 'em', 'dễ', 'mắc', 'phải', 'cô', 'đều', 'chỉ', 'rõ', 'ra', 'cho', 'chúng_em']","bài giảng của cô khá hay , có nhiều bài chúng em dễ mắc phải , cô đều chỉ rõ ra cho chúng em ."
negative,"['nội_dung', 'lan_man', 'khó', 'áp_dụng', 'vào', 'thực_tế']","nội dung lan man , khó áp dụng vào thực tế ."
positive,"['lên_lớp', 'đúng', 'giờ', 'dạy', 'nhiệt_tình']","lên lớp đúng giờ , dạy nhiệt tình ."
negative,"['thú_vị', 'cải_thiện', 'khả_năng', 'giao_tiếp', 'bằng', 'tiếng', 'anh']","thú vị , cải thiện khả năng giao tiếp bằng tiếng anh ."
positive,"['lớp_học', 'vui']",lớp học vui .
negative,"['phương_pháp', 'dạy', 'phải', 'cụ_thể', 'chi_tiết', 'hơn']",phương pháp dạy phải cụ thể chi tiết hơn .
positive,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'chi_tiết', 'slide', 'bài', 'giảng', 'đầy_đủ']","giảng viên giảng dạy nhiệt tình , chi tiết , slide bài giảng đầy đủ ."
negative,"['ngoài_ra', 'cũng', 'cần', 'có', 'tiết', 'học', 'để', 'sinh_viên', 'được', 'nói', 'tiếng', 'anh', 'với', 'nhau', 'nhiều', 'hơn']",ngoài ra cũng cần có tiết học để sinh viên được nói tiếng anh với nhau nhiều hơn !
positive,"['nhiệt_tình', 'trong', 'việc', 'giảng_dạy', 'cho', 'sinh_viên', 'ngoài', 'ra', 'thầy', 'còn', 'tạo', 'nhiều', 'động_lực', 'ví_dụ', 'cộng', 'điểm', 'quá_trình', 'khi', 'giơ', 'tay', 'làm', 'bài_tập']","nhiệt tình trong việc giảng dạy cho sinh viên , ngoài ra thầy còn tạo nhiều động lực ví dụ cộng điểm quá trình khi giơ tay làm bài tập ."
negative,"['nên', 'để', 'sinh_viên', 'tự', 'tìm_hiểu', 'lý_thuyết', 'trước', 'ở', 'nhà', 'đến', 'trường', 'giảng_viên', 'chỉ', 'cần', 'giải_thích', 'các', 'vấn_đề', 'không', 'rõ', 'sau', 'đó', 'đi', 'thẳng', 'vào', 'giải', 'các', 'bài_tập']",nên để sinh viên tự tìm hiểu lý thuyết trước ở nhà đến trường giảng viên chỉ cần giải thích các vấn đề không rõ sau đó đi thẳng vào giải các bài tập .
positive,"['giảng_viên', 'tận_tình', 'chu_đáo']","giảng viên tận tình , chu đáo ."
negative,"['nên', 'cho', 'bài_tập', 'hàng', 'tuần', 'sát', 'với', 'nội_dung', 'bài_học', 'và', 'nội_dung', 'thi', 'giảng_viên', 'cần', 'giảng', 'chậm', 'lại', 'làm', 'bài_tập', 'vận_dụng', 'chứ', 'không', 'nên', 'nói', 'một_lèo', 'cho', 'hết', 'slide', 'rồi', 'mới', 'làm', 'bài_tập']","nên cho bài tập hàng tuần sát với nội dung bài học và nội dung thi , giảng viên cần giảng chậm lại , làm bài tập vận dụng chứ không nên nói một lèo cho hết slide rồi mới làm bài tập ."
positive,"['giảng_viên', 'dễ_tính', 'hòa', 'đồng']","giảng viên dễ tính , hòa đồng ."
negative,"['cô', 'giải', 'ít', 'bài_tập']",cô giải ít bài tập .
positive,"['phương_pháp', 'của', 'thầy', 'hay']",phương pháp của thầy hay .
negative,"['hơi', 'khó_tính', 'về', 'chuyện', 'điểm_danh']",hơi khó tính về chuyện điểm danh .
positive,"['cô', 'dễ_tính', 'dạy', 'dễ', 'hiểu', 'nhiệt_tình']",cô dễ tính dạy dễ hiểu nhiệt tình .
negative,"['lớp', 'thực_hành', 'nhóm', '2', 'bảo_quản_thiết_bị', 'quá', 'yếu', 'do', 'chia', 'thiết_bị', 'không', 'theo', 'nhóm', 'cố_định', 'đến', 'nhóm', '1', 'thực_hành', 'là', 'thiết_bị', 'trong', 'bộ', 'kit', 'phân', 'cho', 'nhóm', 'mình', 'thiếu_hụt', 'hư_hỏng', 'linh_tinh']","lớp thực hành nhóm 2 bảo quản thiết bị quá yếu , do chia thiết bị không theo nhóm cố định , đến nhóm 1 thực hành là thiết bị trong bộ kit phân cho nhóm mình thiếu hụt , hư hỏng linh tinh ."
positive,"['nhẹ_nhàng', 'và', 'dễ', 'hiểu']",nhẹ nhàng và dễ hiểu .
negative,"['thầy', 'cần', 'giao', 'bài_tập', 'mỗi', 'buổi', 'lên_lớp']",thầy cần giao bài tập mỗi buổi lên lớp .
positive,"['cô', 'rất', 'tận_tâm', 'nhiệt_tình', 'với', 'sinh_viên']","cô rất tận tâm , nhiệt tình với sinh viên ."
negative,"['phòng', 'học', 'còn', 'nóng', 'và', 'bụi_bặm', 'máy_chiếu', 'tuy', 'vẫn', 'nhìn', 'được', 'nhưng', 'vẫn', 'mờ', 'nếu', 'ngồi', 'xa', 'hay', 'hôm', 'nào', 'sáng', 'quá', 'sẽ', 'không', 'thấy', 'rõ']","phòng học còn nóng và bụi bặm , máy chiếu tuy vẫn nhìn được nhưng vẫn mờ , nếu ngồi xa hay hôm nào sáng quá sẽ không thấy rõ ."
positive,"['giảng_viên', 'giảng_dạy', 'nhiệt_tình', 'khi', 'có', 'thắc_mắc', 'đều', 'được', 'giải_đáp', 'một_cách', 'ưng_ý', 'nhất']","giảng viên giảng dạy nhiệt tình , khi có thắc mắc đều được giải đáp một cách ưng ý nhất ."
negative,"['nghỉ', 'học', 'thường_xuyên']",nghỉ học thường xuyên .
positive,"['chất_lượng', 'buổi', 'học', 'tốt']",chất lượng buổi học tốt .
negative,"['môn', 'này', 'giải', 'bài_tập', 'khá', 'nhiều', 'và', 'khó']",môn này giải bài tập khá nhiều và khó .
