Score,pre_Sentiment,Sentiment,Tokens,Reviews
0.0,negative,negative,"['đề', 'thực_hành', 'thực', 'chỉ', 'dễ', 'giảng_viên']",đề làm thực hành thực sự chỉ dễ cho giảng viên .
0.0,negative,positive,"['lại', 'vui']",lại vui tính .
0.0,negative,negative,"['cần', 'giảm', 'tải', 'học', 'tiết', 'học']",cần giảm tải số lượng bài học trong mỗi tiết học .
3.0,positive,positive,"['giảng_viên', 'giảng', 'kỹ', 'dễ', 'hiểu']",giảng viên giảng kỹ và dễ hiểu !
-2.0,negative,negative,"['sử_dụng', 'thời_gian', 'học', 'không', 'hiệu_quả']",sử dụng thời gian học không hiệu quả .
2.0,positive,positive,"['thầy', 'nhiệt_tình', 'gần_gũi', 'sinh_viên']",thầy rất nhiệt tình và gẫn gũi với sinh viên .
-5.0,negative,negative,"['chấm', 'đồ_án', 'không', 'thực', 'tỉ_mỉ', 'chưa_có', 'chính_xác', 'đối', 'trường_hợp', 'không', 'hề', 'hiểu', 'code', 'có']","chấm điểm đồ án không thực sự tỉ mỉ , chưa có tính chính xác đối với những trường hợp không hề hiểu code mà vẫn có điểm ."
1.0,positive,positive,"['thầy', 'năng_động']",thầy rất năng động .
2.0,positive,negative,"['có_thể', 'tập', 'có', 'sửa_chữa', 'tập', 'lớp']","có thể cho nhiều bài tập , và có giờ sửa chữa bài tập trên lớp riêng ."
1.0,positive,positive,"['thầy', 'giảng', 'siêu_hay']",thầy giảng siêu hay .
-1.0,negative,negative,"['giảng_viên', 'truyền_đạt', 'dài_dòng']",giảng viên truyền đạt dài dòng .
0.0,negative,positive,"['giảng', 'sát', 'học', 'không', 'lan_man']","giảng sát với bài học , không cho bài quá nhiều , lan man ."
1.0,positive,negative,"['hi_vọng', 'giảng_viên', 'ví_dụ', 'cụ_thể', 'sinh_viên', 'nắm', 'được', 'giải_tập']",hi vọng giảng viên đưa ra những ví dụ cụ thể để sinh viên nắm được những điều cơ bản trước khi giải bài tập .
-1.0,negative,positive,"['sinh_viên', 'chê', 'thầy', 'sinh_viên', 'nên', 'lại', 'học_sinh_viên']",sinh viên nào chê thầy thì em nghĩ sinh viên đó nên xem lại cách học của sinh viên đó .
-1.0,negative,negative,"['giáo_viên', 'phân_bố', 'thời_gian', 'dạy', 'không', 'ràng']",giáo viên phân bố thời gian dạy không rõ ràng .
-1.0,negative,positive,"['giảng_viên', 'dạy', 'khó_hiểu']",giảng viên dạy còn khó hiểu .
-1.0,negative,negative,"['thầy', 'ít', 'tập']",thầy ít cho bài tập .
5.0,positive,positive,"['giảng_viên', 'có', 'kiến_thức', 'chuyên_môn', 'cao', 'khả_năng', 'truyền_đạt', 'tốt']","giảng viên có kiến thức chuyên môn cao , khả năng truyền đạt tốt ."
2.0,positive,negative,"['cần', 'nhắc', 'lại', 'kiến_thức', 'giảng', 'mới']",cần nhắc lại kiến thức cơ bản trước khi bước vào bài giảng mới .
2.0,positive,positive,"['có', 'tập', 'ví_dụ', 'hay']",có nhiều bài tập và ví dụ hay .
-1.0,negative,negative,"['thầy', 'không', 'post', 'giảng', 'website', 'môn_học']",thầy không post bài giảng lên website môn học .
-2.0,negative,positive,"['sinh_viên', 'không', 'hiểu', 'đều', 'giải_quyết', 'thắc_mắc']","sinh viên không hiểu hỏi cô , cô đều giải quyết thắc mắc ."
0.0,negative,negative,"['thời_gian', 'giải', 'tập', 'sinh_viên', 'chưa']",thời gian giải bài tập với sinh viên chưa nhiều .
3.0,positive,positive,"['thầy', 'dạy', 'tốt', 'nhiệt_tình', 'quan_tâm', 'sinh_viên']","thầy dạy tốt , nhiệt tình và quan tâm sinh viên ."
-2.0,negative,negative,"['giảng_viên', 'dạy', 'nhanh', 'đôi', 'không', 'bắt', 'kịp']","giảng viên dạy nhanh , đôi khi không bắt kịp bài ."
3.0,positive,positive,"['thầy', 'chia_sẻ', 'kiến_thức', 'bổ_ích']",thầy chia sẻ cho chúng em những kiến thức bổ ích .
-3.0,negative,negative,"['thầy', 'dạy', 'nhanh', 'dồn', 'kiến_thức', 'phương_pháp', 'giảng', 'chưa', 'hợp_lý']","thầy dạy quá nhanh , dồn kiến thức quá nhiều , phương pháp giảng chưa hợp lý ."
3.0,positive,positive,"['thầy', 'tận_tâm', 'hỗ_trợ', 'tận_tình', 'sinh_viên']","thầy tận tâm , hỗ trợ tận tình cho các bạn sinh viên ."
-4.0,negative,negative,"['giảng_viên', 'cần', 'nhiệt_tình', 'tích_cực', 'nữa', 'truyền_đạt', 'sinh_viên']",giảng viên cần nhiệt tình và tích cực hơn nữa trong khi truyền đạt tới sinh viên .
4.0,positive,positive,"['thầy', 'vui', 'dạy', 'dễ', 'hiểu', 'ví_dụ', 'thực_tiễn']","thầy vui tính , dạy dễ hiểu , lấy ví dụ thực tiễn ."
0.0,negative,negative,"['cần', 'thêm', 'thông', 'tài_liệu', 'môn_học']","cần thêm nhiều thông tin , tài liệu về môn học ."
2.0,positive,positive,"['giáo_viên', 'dạy', 'tốt', 'nên', 'phát_huy', 'không', 'cần', 'cải_tiến', 'thêm', 'đều']",giáo viên dạy tốt nên phát huy ngoài ra không cần cải tiến thêm đều gì .
-1.0,negative,negative,"['thầy', 'nên', 'phân_tập']",thầy nên cho phân nhóm làm bài tập về nhà .
3.0,positive,positive,"['slide', 'giảng', 'tiếng', 'giúp', 'tụi', 'nâng', 'cao', 'khả_năng', 'học', 'tiếng']",slide bài giảng tiếng anh giúp tụi em nâng cao khả năng học tiếng anh .
0.0,negative,negative,"['đề', 'thi', 'trọng', 'vựng', 'ngữ_pháp']","đề thi quá chú trọng vào từ vựng , ngữ pháp ."
0.0,negative,positive,"['giảng_viên', 'cập', 'nhập', 'giảng', 'tập', 'website', 'môn_học']",giảng viên luôn cập nhập bài giảng và bài tập trên website môn học .
-1.0,negative,negative,"['cần', 'đa_dạng_hóa_tập']",cần đa dạng hóa bài tập hơn .
0.0,negative,positive,"['giảng_viên', 'tốt', 'mặt', 'lại']","ngoài ra , giảng viên tốt về các mặt còn lại ."
-2.0,negative,negative,"['tập', 'hơi', 'khó']",nhưng bài tập hơi khó .
-2.0,negative,positive,"['thưa', 'tài_liệu', 'thầy', 'cung', 'thực', 'giáo_viên', 'chịu', 'trách_nhiệm', 'lý_thuyết', 'môn']","thưa , tài liệu mà thầy cung cấp thực sự nhiều hơn cả giáo viên chịu trách nhiệm lý thuyết của môn ."
-2.0,negative,negative,"['giáo_viên', 'lớp', 'xuyên', 'thay_đổi', 'không', 'đồng', 'hôm', 'nghỉ', 'học', 'không', 'thông_báo']","giáo viên của lớp thường xuyên thay đổi , không đồng nhất , nhiều hôm nghỉ học không thông báo trước ."
2.0,positive,positive,"['chúc', 'mãi', 'nhiệt_huyết', 'giảng_dạy', 'truyền_cảm_hứng', 'học_sinh', 'ngán', 'trường']",chúc cô giữ mãi nhiệt huyết giảng dạy này để truyền cảm hứng đến nhiều học sinh ngán đến trường như em .
1.0,positive,negative,"['thực_hành', 'ít', 'có', 'liên_quan', 'lý_thuyết']",phần thực hành ít có liên quan đến phần lý thuyết .
2.0,positive,positive,"['nhiệt_tình', 'vui']",nhiệt tình vui tính .
-4.0,negative,negative,"['dạy', 'chưa', 'tập_trung', 'dạy', 'thực_hành', 'sinh_viên', 'không', 'giảng_giải', 'nội_dung', 'thực_hành']","cô dạy chưa tập trung dạy thực hành cho sinh viên , không giảng giải nội dung thực hành ."
3.0,positive,positive,"['dễ_thương', 'hiền', 'tận_tâm']","cô dễ thương , hiền , tận tâm ."
-1.0,negative,negative,"['mong', 'thầy', 'có_thể', 'hướng', 'thêm', 'project']",mong thầy có thể hướng dẫn thêm khi làm project .
4.0,positive,positive,"['giảng_dạy', 'tận_tình', 'sát', 'thực_tiễn', 'nhiệt_tình', 'giúp_đỡ', 'sinh_viên']","giảng dạy tận tình , sát thực tiễn , và nhiệt tình giúp đỡ sinh viên ."
-2.0,negative,negative,"['không', 'có', 'đồng', 'giảng_viên', 'thực_hành', 'giảng_viên', 'lý_thuyết']",không có sự đồng bộ giữa giảng viên thực hành và giảng viên lý thuyết .
2.0,positive,positive,"['tập', 'thương', 'xuyên', 'đều_đặn']","cho bài tập thương xuyên , đều đặn ."
0.0,negative,negative,"['chưa', 'gây', 'được', 'hứng_thú', 'trình', 'học']",chưa gây được hứng thú trong quá trình học .
2.0,positive,positive,"['nhiệt_tình', 'vui', 'thảo_luận']","nhiệt tình , vui tính , thảo luận nhiều ."
-2.0,negative,negative,"['phòng', 'học', 'phải_có', 'màn', 'che']",phòng học khác phải có màn che .
0.0,negative,positive,"['giáo_viên', 'động_lực', 'sinh_viên', 'học']",giáo viên luôn tạo động lực cho sinh viên học .
-1.0,negative,negative,"['không', 'sửa', 'chi_tiết', 'dễ', 'học_sinh']",không sửa bài chi tiết vì nghĩ nó dễ so với học sinh .
3.0,positive,positive,"['thầy', 'khá', 'vui_vẻ', 'nhiệt_tình']",thầy khá vui vẻ và nhiệt tình .
1.0,positive,negative,"['không', 'phân', 'nên', 'đề_tài', 'sinh_viên', 'hiểu']",hoặc không phân nhóm nhưng vẫn nên cho đề tài để sinh viên tìm hiểu .
4.0,positive,positive,"['giảng_dạy', 'phương_pháp', 'mới', 'thú_vị', 'dễ', 'hiểu']","giảng dạy theo phương pháp mới , thú vị , dễ hiểu ."
-3.0,negative,negative,"['không', 'có', 'đủ', 'ổ_cắm', 'điện', 'sử_dụng']",không có đủ ổ cắm điện sử dụng .
-2.0,negative,positive,"['giảng_viên', 'truyền_đạt', 'tốt', 'không', 'có', 'kiến', 'thêm']","giảng viên truyền đạt tốt , em không có ý kiến gì thêm ."
-1.0,negative,negative,"['giảng_viên', 'nên', 'sinh_viên', 'tập']",giảng viên nên cho sinh viên làm bài tập nhiều lên .
2.0,positive,positive,"['giảng_giải', 'kỹ']",giảng giải rất kỹ .
-2.0,negative,negative,"['có_thể', 'chưa', 'phù_hợp', 'kiến', 'cá_nhân', 'doubledot', 'nên', 'thực_hành', 'phương_thức', '2', 'có_thể', 'ứng_dụng', 'lý_thuyết', 'được', 'học', 'lớp', 'thiết_bị']",có thể chưa phù hợp nhưng ý kiến cá nhân của em là doubledot nên thực hành theo phương thức 2 để có thể ứng dụng các lý thuyết được học trên lớp lên các thiết bị thật .
5.0,positive,positive,"['giảng_viên', 'vui', 'slide', 'sinh_động', 'có', 'liên_hệ', 'thực_tế']","giảng viên vui tính , slide sinh động , có nhiều liên hệ thực tế ."
-2.0,negative,negative,"['xuyên', 'nghỉ', 'không', 'thông_báo', 'đi', 'trễ']",thường xuyên nghỉ không thông báo trước và đi trễ .
0.0,negative,positive,"['thầy', 'thời_gian', 'tập']",thầy dành nhiều thời gian để làm bài tập .
-7.0,negative,negative,"['phòng', 'máy', 'chất', 'thấp', 'cấu_hình', 'yếu', 'bị', 'nhiễm', 'virus', 'kit', 'không', 'driver', 'bị', 'hư', 'thiếu', 'kit', 'phòng', 'thực_hành', 'nhỏ']","phòng máy chất lượng còn thấp , cấu hình yếu và bị nhiễm virus , một số kit không nhận driver hoặc bị hư , thiếu kit và phòng thực hành còn nhỏ ."
3.0,positive,positive,"['dạy', 'nhiệt_tình', 'giảng', 'thực_hành', 'dễ', 'hiểu']",cô dạy rất nhiệt tình và giảng bài thực hành dễ hiểu .
-1.0,negative,negative,"['lớp', 'trưởng', 'quản_lý', '19', '_', '20', 'lớp', 'đòi', 'lớp', 'trưởng', 'phải_có', 'kiến_thức', 'tốt', 'trách_nhiệm']",lớp trưởng quản lý 19 - 20 nhóm trong lớp đòi hỏi lớp trưởng phải có kiến thức tốt và trách nhiệm .
1.0,positive,positive,['nhiệt_huyết'],sự nhiệt huyết .
2.0,positive,negative,"['tuần', 'sinh_viên', 'kiến', 'phòng', 'công_tác', 'sinh_viên', 'mới', 'có', 'giảng_viên', 'thay']",tuần sau khi sinh viên ý kiến lên phòng công tác sinh viên mới có giảng viên khác đến thay thế .
0.0,negative,positive,"['thầy', 'thực_hành_xác_thực_tế']",thầy cho bài thực hành rất xác thực tế .
0.0,negative,negative,['dạy'],dạy một lúc quá nhiều bài .
1.0,positive,positive,"['nhiệt_tình', 'tập']","nhiệt tình , cho nhiều bài tập ."
-1.0,negative,negative,"['nên', 'thay', 'hình_thức', 'hình_thức']",nên thay hình thức này bằng hình thức khác .
0.0,negative,positive,"['thầy', 'lớp', 'đúng', '(', 'nữa', ')']",thầy đến lớp đúng giờ ( trước giờ nữa ) .
-1.0,negative,negative,"['giảm', 'tải', 'bớt', 'lý_thuyết', 'nên', 'ví_dụ', 'thực_tiễn', 'nội_dung', 'giảng_dạy', 'giúp', 'sinh_viên', 'định_hướng', 'được', 'nội_dung', 'mục_đích', 'áp_dụng', 'môn_học', 'nghề_nghiệp', 'trường']","giảm tải bớt lý thuyết và nên đưa các ví dụ thực tiễn vào nội dung giảng dạy giúp sinh viên định hướng được nội dung , mục đích và cách áp dụng môn học vào nghề nghiệp sau khi ra trường ."
3.0,positive,positive,"['nhiệt_tình', 'tận_tâm', 'đúng']","nhiệt tình , tận tâm , đúng giờ ."
0.0,negative,negative,"['mong', 'thầy', 'xếp', 'giảng_dạy', 'công', 'cá_nhân']",mong thầy sắp xếp giữa việc giảng dạy và công việc cá nhân .
3.0,positive,positive,"['tâm_huyết', 'công_tác', 'giảng_dạy', 'truyền_đạt', 'tưởng', 'kiến_thức', 'sinh_viên', 'có', 'sáng']","tâm huyết với công tác giảng dạy , việc truyền đạt ý tưởng cũng như kiến thức đến sinh viên có sáng tạo ."
-1.0,negative,negative,"['tăng_cường', 'thời', 'giải_tập']",tăng cường thời lượng giải bài tập .
0.0,negative,positive,"['thầy', 'vui_vẻ', 'nghiêm_khắc']",thầy rất vui vẻ và nghiêm khắc .
-1.0,negative,negative,"['không', 'thông_báo', 'sinh_viên', 'nghỉ', 'học']",không thông báo cho sinh viên về việc nghỉ học .
-2.0,negative,positive,"['thầy', 'chỉ', 'hướng', 'lại', 'sinh_viên', 'hiểu', 'nên', 'kiến_thức', 'khắc', 'sâu']","thầy chỉ hướng dẫn , còn lại để sinh viên tìm hiểu nên kiến thức khắc sâu ."
-3.0,negative,negative,"['trời', 'nóng', 'học', 'không', 'hứng_khởi']",trời nóng quá học không hứng khởi .
1.0,positive,positive,"['rộng', 'thêm', 'kiến_thức']",mở rộng thêm các kiến thức bên ngoài .
-2.0,negative,negative,"['2', 'tuần', '1', '5', 'tiết', 'cá_nhân', 'chưa', 'hợp_lý']",2 tuần 1 buổi 5 tiết theo cá nhân em là chưa hợp lý !
4.0,positive,positive,"['giảng_viên', 'dạy', 'đủ', 'kiến_thức', 'cung', 'sinh_viên', 'kỹ_năng', 'tài_liệu', 'phong_phú']","giảng viên dạy đầy đủ kiến thức , cung cấp cho sinh viên những kỹ năng và tài liệu bên ngoài phong phú ."
-1.0,negative,negative,"['cần', 'liên_kết', 'lý_thuyết', 'thực_hành']",cần liên kết giữa lý thuyết và thực hành .
2.0,positive,positive,"['nắm', 'được', 'kiến_thức', 'quan_trọng']",nắm được các kiến thức quan trọng .
-3.0,negative,negative,"['không', 'được', 'cảm_hứng', 'sinh_viên']",không tạo được cảm hứng cho sinh viên .
1.0,positive,positive,"['dạy', 'tận_tâm']",cô dạy tận tâm .
0.0,negative,negative,"['không', 'cảm', 'tiếp_thu', 'được', 'kiến_thức', 'đa', 'phải', 'tự_học', 'kiếm', 'kiến_thức']","không cảm thấy tiếp thu được kiến thức , đa phần phải tự học tự tìm kiếm kiến thức ."
1.0,positive,positive,"['thầy', 'đẹp_trai']",thầy quá đẹp trai .
-3.0,negative,negative,"['sử_dụng', 'hình_thức', 'danh', 'không', 'cần_thiết', 'lớp', 'đều', 'không', 'có', 'hình_thức', 'danh']","sử dụng hình thức điểm danh không cần thiết , trong khi các lớp khác đều rất tự do , không có hình thức điểm danh ."
2.0,positive,positive,"['lớp', 'đủ', 'đúng']",lên lớp đầy đủ và đúng giờ .
-1.0,negative,negative,"['cần', 'có', 'giáo_trình', 'đề_cương', 'chi_tiết']",cần có giáo trình và đề cương chi tiết .
2.0,positive,positive,"['giảng', 'thu_hút', 'được', 'học_sinh']",giảng thu hút được học sinh .
-3.0,negative,negative,"['giảng_viên', 'dạy', 'dài_dòng', 'lê_thê', 'mặc', 'chẳng', 'cần', 'kéo_dài']","giảng viên dạy rất dài dòng , lê thê mặc dù chẳng cần kéo dài đến thế ."
2.0,positive,positive,"['tiết', 'học', 'vui_nhộn', 'tăng', 'thêm', 'tinh_thần', 'đi', 'học_sinh_viên']","tiết học rất vui nhộn , tăng thêm tinh thần đi học cho sinh viên ."
-1.0,negative,negative,"['giảng_viên', 'cần', 'diễn_đàn', 'tài_liệu', 'môn_học']",giảng viên cần đưa lên các diễn đàn nhiều tài liệu môn học hơn .
2.0,positive,positive,"['thầy', 'nhiệt_tình', 'tâm_huyết']","thầy nhiệt tình , tâm huyết ."
1.0,positive,negative,"['tập', 'được', 'thầy', 'courses']",bài tập được thầy đưa trên courses .
2.0,positive,positive,"['giảng_dạy', 'đủ', 'kiến_thức']",giảng dạy đầy đủ kiến thức .
-1.0,negative,negative,"['gây', 'khó', 'nắm_bắt']",gây khó nắm bắt .
2.0,positive,positive,"['xuyên', 'giúp_đỡ', 'sinh_viên', 'hiểu']",thường xuyên giúp đỡ cho sinh viên hiểu bài .
-1.0,negative,negative,"['thêm', 'tiết', 'dạy', 'thực_hành']",thêm các tiết dạy thực hành .
3.0,positive,positive,"['có', 'tương_tác', 'hỗ_trợ', 'tốt', 'trình', 'học']",có sự tương tác hỗ trợ tốt trong quá trình học .
1.0,positive,negative,"['cần', 'trang_bị', 'thêm', 'trang', 'thiết_bị', 'cải_tiến', 'giáo_trình']","cần trang bị thêm trang thiết bị , cải tiến giáo trình ."
3.0,positive,positive,"['giảng_viên', 'nhiệt_tình', 'có', 'kết_hợp_doanh_nghiệp', 'seminar', 'kỹ_năng', 'giao_tiếp']","giảng viên nhiệt tình , có kết hợp với doanh nghiệp để seminar về kỹ năng giao tiếp ."
0.0,negative,negative,['máy_tệ'],máy tính tệ quá !
2.0,positive,positive,"['kiến_thức', 'đủ']",kiến thức đầy đủ .
2.0,positive,negative,"['nên', 'giảng', 'chậm', 'chút', 'dễ', 'hiểu']",cô nên giảng chậm hơn một chút để dễ hiểu hơn .
2.0,positive,positive,"['giảng_viên', 'có', 'ví_dụ', 'tập', 'minh_họa', 'học']","giảng viên có nhiều ví dụ , bài tập minh họa cho bài học ."
0.0,negative,negative,"['thêm', 'tập', 'logic']",thêm bài tập logic .
3.0,positive,positive,"['thầy', 'dạy', 'dễ', 'hiểu', 'cởi', 'sinh_viên', 'hướng', 'tận_tình']","thầy dạy rất dễ hiểu và cởi mở với sinh viên , hướng dẫn tận tình ."
-2.0,negative,negative,"['thời_gian', 'học', 'trễ', 'sinh_viên', 'chất', 'cao', 'không', 'được', 'xe', 'trường', 'vốn', 'quyền_lợi', 'sinh_viên', 'chất', 'cao', 'sinh_viên', 'không', 'kịp_thời_gian', 'đi', 'học', 'thêm', 'thời_gian', 'học', 'trung_tâm', 'thành_phố', '7h']","thời gian học quá trễ , sinh viên chất lượng cao không về được xe trường vốn là quyền lợi của sinh viên chất lượng cao , sinh viên không kịp thời gian đi học thêm sau thời gian học về đến trung tâm thành phố sau 7h ."
3.0,positive,positive,"['thầy', 'nhiệt_tình', 'vui', 'truyền_đạt', 'hay']","thầy nhiệt tình , vui tính , truyền đạt hay ."
-2.0,negative,negative,"['có', 'yêu_cầu_vượt', 'khả_năng', 'sinh_viên', 'yêu_cầu', 'cao', 'khiến', 'sinh_viên', 'cảm_vô', 'áp_lực', 'học']","có những yêu cầu vượt quá khả năng của sinh viên , yêu cầu cao khiến sinh viên cảm thấy vô cùng áp lực khi học ."
2.0,positive,positive,"['thày', 'dạy', 'nhiệt_tình', 'dễ', 'tiếp_thu']","thày dạy nhiệt tình , dễ tiếp thu ."
-1.0,negative,negative,"['thầy', 'ít_khi', 'code', 'mẫu']",thầy ít khi code mẫu .
1.0,positive,positive,"['thầy', 'dạy_học', 'lẫn', 'học', 'hiệu_quả']",thầy dạy cả bài học lẫn cách học sao cho hiệu quả .
-3.0,negative,negative,"['ít', 'tập', 'thêm', 'không', 'sửa', 'tập', 'giao', 'moodle']",ít bài tập làm thêm cũng như không sửa bài tập giao trên moodle .
2.0,positive,positive,"['dạy', 'tốt', 'nhiệt_tình']","dạy tốt , nhiệt tình ."
-2.0,negative,negative,"['nên', 'nâng', 'phòng', 'lab']",nên nâng cấp phòng lab .
5.0,positive,positive,"['thầy', 'dạy', 'hay', 'dễ', 'hiểu', 'kiến_thức', 'chuẩn']","thầy dạy hay , dễ hiểu , kiến thức chuẩn để làm bài ."
1.0,positive,negative,"['giảng_viên', 'cần', 'phải', 'giới_thiệu', 'phân_tích', 'ví_dụ', 'minh_họa']","giảng viên cần phải nói rõ hơn , giới thiệu , phân tích , cho ví dụ minh họa ."
1.0,positive,positive,"['dạy', 'vui_vẻ']",cô dạy rất vui vẻ .
0.0,negative,negative,"['môn_học', 'nên', 'thay', 'bắt_buộc']",môn học nên là tự chọn thay vì bắt buộc .
2.0,positive,positive,"['nhiệt_tình', 'tận_tâm']","nhiệt tình , tận tâm ."
-1.0,negative,negative,"['ít', 'bữa', 'thực_hành']",quá ít bữa thực hành .
2.0,positive,positive,"['dễ_thương', 'tận_tình', 'sinh_viên']",cô dễ thương tận tình với sinh viên .
-8.0,negative,negative,"['giảng', 'hơi', 'nhanh', 'nên', 'có', 'kiến_thức', 'không', 'nắm_bắt', 'kịp']",giảng hơi nhanh nên có một số kiến thức không nắm bắt kịp .
0.0,negative,positive,"['giảng', 'chậm', 'tận_tình', 'sinh_viên']",cô giảng chậm và rất tận tình với sinh viên .
-1.0,negative,negative,"['giảng_viên', 'không', 'tập', 'thiếu', 'quan_tâm', 'sinh_viên']","giảng viên không cho bài tập , thiếu quan tâm tới sinh viên ."
2.0,positive,positive,"['không_khí', 'lớp_học', 'vui_vẻ', 'thoải_mái']","không khí lớp học vui vẻ , thoải mái ."
-1.0,negative,negative,"['giảm', 'tiết', 'học']",giảm số tiết trong buổi học .
1.0,positive,positive,"['dạy', 'kỹ', 'sát', 'đề', 'thi']","dạy kỹ , sát với đề thi ."
-4.0,negative,negative,"['truyền_đạt', 'không', 'thu_hút', 'trọng', 'nội_dung', 'lý_thuyết', 'không', 'có', 'liên_hệ', 'thực_tế']","truyền đạt không thu hút , chú trọng quá nhiều vào nội dung lý thuyết , không có liên hệ thực tế ."
3.0,positive,positive,"['thưa', 'hài', 'hoạt_động', 'giảng_dạy', 'wzjwz326', 'chuyên_tâm', 'quan_tâm', 'học_sinh', 'chất', 'học']","thưa , điều em hài lòng nhất về hoạt động giảng dạy của cô wzjwz326 là cô rất chuyên tâm và quan tâm tới học sinh và chất lượng buổi học ."
-3.0,negative,negative,"['giáo_viên', 'dạy', 'khó_hiểu', 'sinh_viên', 'không', 'tiếp_thu', 'được']","giáo viên dạy khó hiểu , sinh viên không tiếp thu được ."
2.0,positive,positive,"['tâm_huyết', 'nhiệt_thành']",cô rất tâm huyết và nhiệt thành .
-3.0,negative,negative,"['giảng_dạy', 'hơi', 'khó_hiểu', 'chán']","giảng dạy hơi khó hiểu , chán ."
3.0,positive,positive,"['giảng_viên', 'giảng_dạy', 'dễ', 'hiểu', 'bám_sát', 'nội_dung', 'môn_học']","giảng viên giảng dạy rất dễ hiểu , bám sát nội dung môn học ."
-1.0,negative,negative,"['giảng_viên', 'cần', 'ví_dụ']",giảng viên cần cho ví dụ nhiều hơn .
2.0,positive,positive,"['thầy', 'wzjwz279', 'nhiệt_tình', 'chia_sẻ', 'kinh_nghiệm', 'kiến_thức', 'thực_tế', 'thay', 'giáo_trình', 'môn_học', 'nghèo_nàn', 'không', 'cần_thiết']",thầy wzjwz279 nhiệt tình chia sẻ kinh nghiệm kiến thức thực tế thay cho giáo trình môn học nghèo nàn và không cần thiết .
-1.0,negative,negative,"['giảng_dạy', 'khó', 'tiếp_thu']",giảng dạy khó tiếp thu .
2.0,positive,positive,"['hội', 'sinh_viên', 'giúp_đỡ', 'sinh_viên', 'nhiệt_tình', 'website', 'môn_học']",tạo cơ hội cho sinh viên và giúp đỡ sinh viên nhiệt tình trên website môn học .
-3.0,negative,negative,"['thực_hành', 'không', 'có', 'thực_tiễn']",thực hành không có tính thực tiễn .
1.0,positive,positive,"['áp_dụng', 'dạy', 'có', 'ví_dụ', 'code', 'trực_tiếp']",áp dụng vừa dạy vừa có ví dụ code trực tiếp .
-2.0,negative,negative,"['""', 'dục', 'tốc', 'bất_đạt', '""']","em nghĩ là "" dục tốc bất đạt "" ."
1.0,positive,positive,"['tương_tác', 'tốt', 'tất', 'sinh_viên', 'học']",tương tác tốt với tất cả sinh viên trong giờ học .
-3.0,negative,negative,"['nên', 'học', 'đi', 'học', 'thực_hành', 'tuần', 'không', 'được', 'thực_hành', 'nội_dung']",nên là nếu học thế này thì khi đi học thực hành nếu ngay tuần nghĩ thì em sẽ không được thực hành với nội dung bài đó .
2.0,positive,positive,"['dạy', 'chi_tiết', 'rễ', 'hiểu']",cô dạy chi tiết và rễ hiểu .
-4.0,negative,negative,"['giảng', 'suông', 'khá', 'nhàm_chán', 'chưa', 'được', 'thu_hút', 'sinh_viên', 'giảng']","cách giảng suông khá nhàm chán , chưa tạo được sự thu hút sinh viên nghe giảng ."
-1.0,negative,positive,"['tập', 'cực']",luôn cho bài tập cực nhiều .
-2.0,negative,negative,"['nên', 'giảm', 'học', 'học_kỳ', 'tiết', 'học', 'không', 'đủ', 'khiến', 'phải', 'học', 'nhanh', 'tiếp_thu', 'ít']","nên giảm số bài học trong một học kỳ , vì số tiết học không đủ , khiến phải học nhanh , tiếp thu ít ."
1.0,positive,positive,"['giảng', 'tận_tình']",cô giảng tận tình .
-1.0,negative,negative,"['lớp', 'trễ']","về giờ lên lớp , thường trễ ."
2.0,positive,positive,"['đảm_bảo', 'đúng', 'thời_gian', 'lớp']",đảm bảo đúng thời gian lên lớp .
-8.0,negative,negative,"['seminar', 'xong', 'thầy', 'dặn', 'doubledot', '""', 'mấy', 'tuần', 'kiểm_tra', 'dfd', 'lại', 'ha', 'không', 'hiểu', 'đọc', 'lại', 'lý_thuyết', 'không', 'được', 'ha', 'ta', 'kết_thúc', 'ha', '""']","seminar xong , thầy dặn doubledot "" mấy em tuần sau kiểm tra phần dfd , về xem lại bài ha , không hiểu thì đọc lại lý thuyết , làm vẫn không được thì hỏi bạn ha , chúng ta kết thúc ở đây ha "" ."
3.0,positive,positive,"['giáo_viên', 'nhiệt_tình', 'giảng', 'dễ', 'hiểu']","giáo viên nhiệt tình , giảng bài dễ hiểu ."
-1.0,negative,negative,"['kính', 'mong', 'quý', 'thầy', 'có_thể', 'thay_đổi']",kính mong quý thầy có thể thay đổi .
1.0,positive,positive,"['giảng_viên', 'ví_dụ', 'cụ_thể', 'hay', 'lỗi', 'giảng_dạy']","giảng viên đưa ra những ví dụ cụ thể , hay gặp lỗi nhất trong phần giảng dạy ."
-2.0,negative,negative,"['mô_tả', 'giảng', 'bảng', 'hơi', 'rối', 'mắt']",mô tả bài giảng trên bảng nhìn hơi rối mắt .
1.0,positive,positive,"['chia_sẻ', 'xung_quanh', 'môn_học', 'lại', 'tiếng', 'cười', 'sinh_viên']","chia sẻ nhiều chuyện xung quanh môn học , mang lại tiếng cười cho sinh viên ."
-3.0,negative,negative,"['cần', 'nêu', 'được', 'nghĩa', 'cụ_thể', 'tránh', 'trừu_tượng_hóa']","cần nêu được ý nghĩa cụ thể của từng phần , tránh trừu tượng hóa ."
